tile_path,class,source_image
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\Near_Shore_04_768_6400.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\Near_Shore_04.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\Near_Shore_04_896_6400.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\Near_Shore_04.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\Near_Shore_04_1024_6400.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\Near_Shore_04.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\Near_Shore_04_1152_6400.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\Near_Shore_04.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\Near_Shore_04_1280_6400.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\Near_Shore_04.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\Near_Shore_04_1408_6400.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\Near_Shore_04.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\Near_Shore_04_0_6528.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\Near_Shore_04.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\Near_Shore_04_128_6528.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\Near_Shore_04.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\Near_Shore_04_256_6528.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\Near_Shore_04.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\Near_Shore_04_384_6528.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\Near_Shore_04.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\Near_Shore_04_512_6528.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\Near_Shore_04.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\Near_Shore_04_640_6528.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\Near_Shore_04.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\Near_Shore_04_768_6528.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\Near_Shore_04.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\Near_Shore_04_896_6528.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\Near_Shore_04.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\Near_Shore_04_1024_6528.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\Near_Shore_04.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\Near_Shore_04_1152_6528.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\Near_Shore_04.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\Near_Shore_04_1280_6528.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\Near_Shore_04.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\Near_Shore_04_1408_6528.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\Near_Shore_04.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\Near_Shore_04_0_6656.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\Near_Shore_04.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\Near_Shore_04_128_6656.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\Near_Shore_04.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\Near_Shore_04_256_6656.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\Near_Shore_04.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\Near_Shore_04_384_6656.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\Near_Shore_04.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\Near_Shore_04_512_6656.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\Near_Shore_04.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\Near_Shore_04_640_6656.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\Near_Shore_04.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\Near_Shore_04_768_6656.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\Near_Shore_04.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\Near_Shore_04_896_6656.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\Near_Shore_04.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\Near_Shore_04_1024_6656.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\Near_Shore_04.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\Near_Shore_04_1152_6656.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\Near_Shore_04.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\Near_Shore_04_1280_6656.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\Near_Shore_04.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\Near_Shore_04_1408_6656.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\Near_Shore_04.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\Near_Shore_04_0_6784.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\Near_Shore_04.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\Near_Shore_04_128_6784.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\Near_Shore_04.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\Near_Shore_04_256_6784.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\Near_Shore_04.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\Near_Shore_04_384_6784.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\Near_Shore_04.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\Near_Shore_04_512_6784.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\Near_Shore_04.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\Near_Shore_04_640_6784.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\Near_Shore_04.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\Near_Shore_04_768_6784.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\Near_Shore_04.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\Near_Shore_04_896_6784.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\Near_Shore_04.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\Near_Shore_04_1024_6784.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\Near_Shore_04.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\Near_Shore_04_1152_6784.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\Near_Shore_04.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\Near_Shore_04_1280_6784.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\Near_Shore_04.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\Near_Shore_04_1408_6784.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\Near_Shore_04.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\Near_Shore_04_0_6912.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\Near_Shore_04.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\Near_Shore_04_128_6912.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\Near_Shore_04.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\Near_Shore_04_256_6912.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\Near_Shore_04.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\Near_Shore_04_384_6912.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\Near_Shore_04.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\Near_Shore_04_512_6912.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\Near_Shore_04.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\Near_Shore_04_640_6912.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\Near_Shore_04.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\Near_Shore_04_768_6912.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\Near_Shore_04.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\Near_Shore_04_896_6912.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\Near_Shore_04.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\Near_Shore_04_1024_6912.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\Near_Shore_04.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\Near_Shore_04_1152_6912.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\Near_Shore_04.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\Near_Shore_04_1280_6912.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\Near_Shore_04.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\Near_Shore_04_1408_6912.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\Near_Shore_04.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\Near_Shore_04_0_7040.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\Near_Shore_04.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\Near_Shore_04_128_7040.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\Near_Shore_04.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\Near_Shore_04_256_7040.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\Near_Shore_04.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\Near_Shore_04_384_7040.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\Near_Shore_04.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\Near_Shore_04_512_7040.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\Near_Shore_04.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\Near_Shore_04_640_7040.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\Near_Shore_04.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\Near_Shore_04_768_7040.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\Near_Shore_04.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\Near_Shore_04_896_7040.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\Near_Shore_04.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\Near_Shore_04_1024_7040.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\Near_Shore_04.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\Near_Shore_04_1152_7040.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\Near_Shore_04.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\Near_Shore_04_1280_7040.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\Near_Shore_04.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\Near_Shore_04_1408_7040.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\Near_Shore_04.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\Near_Shore_04_0_7168.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\Near_Shore_04.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\Near_Shore_04_128_7168.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\Near_Shore_04.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\Near_Shore_04_256_7168.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\Near_Shore_04.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\Near_Shore_04_384_7168.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\Near_Shore_04.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\Near_Shore_04_512_7168.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\Near_Shore_04.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\Near_Shore_04_640_7168.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\Near_Shore_04.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\Near_Shore_04_768_7168.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\Near_Shore_04.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\Near_Shore_04_896_7168.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\Near_Shore_04.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\Near_Shore_04_1024_7168.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\Near_Shore_04.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\Near_Shore_04_1152_7168.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\Near_Shore_04.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\Near_Shore_04_1280_7168.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\Near_Shore_04.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\Near_Shore_04_1408_7168.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\Near_Shore_04.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\Near_Shore_04_0_7296.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\Near_Shore_04.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\Near_Shore_04_128_7296.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\Near_Shore_04.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\Near_Shore_04_256_7296.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\Near_Shore_04.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\Near_Shore_04_384_7296.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\Near_Shore_04.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\Near_Shore_04_512_7296.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\Near_Shore_04.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\Near_Shore_04_640_7296.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\Near_Shore_04.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\Near_Shore_04_768_7296.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\Near_Shore_04.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\Near_Shore_04_896_7296.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\Near_Shore_04.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\Near_Shore_04_1024_7296.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\Near_Shore_04.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\Near_Shore_04_1152_7296.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\Near_Shore_04.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\Near_Shore_04_1280_7296.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\Near_Shore_04.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\Near_Shore_04_1408_7296.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\Near_Shore_04.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\Near_Shore_04_0_7424.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\Near_Shore_04.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\Near_Shore_04_128_7424.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\Near_Shore_04.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\Near_Shore_04_256_7424.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\Near_Shore_04.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\Near_Shore_04_384_7424.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\Near_Shore_04.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\Near_Shore_04_512_7424.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\Near_Shore_04.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\Near_Shore_04_640_7424.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\Near_Shore_04.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\Near_Shore_04_768_7424.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\Near_Shore_04.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\Near_Shore_04_896_7424.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\Near_Shore_04.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\Near_Shore_04_1024_7424.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\Near_Shore_04.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\Near_Shore_04_1152_7424.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\Near_Shore_04.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\Near_Shore_04_1280_7424.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\Near_Shore_04.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\Near_Shore_04_1408_7424.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\Near_Shore_04.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\Near_Shore_04_0_7552.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\Near_Shore_04.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\Near_Shore_04_128_7552.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\Near_Shore_04.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\Near_Shore_04_256_7552.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\Near_Shore_04.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\Near_Shore_04_384_7552.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\Near_Shore_04.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\Near_Shore_04_512_7552.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\Near_Shore_04.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\Near_Shore_04_640_7552.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\Near_Shore_04.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\Near_Shore_04_768_7552.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\Near_Shore_04.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\Near_Shore_04_896_7552.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\Near_Shore_04.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\Near_Shore_04_1024_7552.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\Near_Shore_04.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\Near_Shore_04_1152_7552.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\Near_Shore_04.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\Near_Shore_04_1280_7552.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\Near_Shore_04.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\Near_Shore_04_1408_7552.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\Near_Shore_04.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\Near_Shore_04_0_7680.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\Near_Shore_04.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\Near_Shore_04_128_7680.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\Near_Shore_04.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\Near_Shore_04_256_7680.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\Near_Shore_04.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\Near_Shore_04_384_7680.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\Near_Shore_04.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\Near_Shore_04_512_7680.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\Near_Shore_04.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\Near_Shore_04_640_7680.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\Near_Shore_04.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\Near_Shore_04_768_7680.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\Near_Shore_04.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\Near_Shore_04_896_7680.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\Near_Shore_04.png
